7.7497	5.0154
-2.264	7.182
2.012	-10.374
5.2949	7.1675
5.4218	-8.9809
4.8457	7.0891
9.8721	-2.0056
-0.70578	7.6966
5.0683	-8.8186
9.3888	-3.709
6.142	-8.4074
-5.7386	3.0791
3.3401	-9.8993
3.4173	-1.8175
8.6109	-5.2841
-4.773	-2.2026
0.09512	-4.7198
6.5985	-7.8136
7.0497	5.9534
5.9981	6.3132
-4.1532	-2.969
0.69274	-4.1961
-6.0392	0.50141
-2.8172	6.9647
7.9825	4.7276
7.3181	-7.5331
2.8536	-10.331
6.961	5.836
5.032	-9.3335
7.8596	-6.0868
-4.5849	-2.786
0.67336	8.1063
-5.4575	-1.3433
6.0914	6.6923
3.4795	-2.2013
8.5429	-5.4452
9.2299	1.6162
6.7797	6.4039
-3.7857	-3.2492
-5.147	4.2309
1.9752	-10.603
6.3051	6.5986
5.1273	7.2205
-5.1082	4.8788
-3.8167	6.4512
3.3531	-9.8396
7.6194	-6.4573
7.1476	-7.3257
3.78	-9.9582
8.9896	-4.2386
9.894	-2.1423
3.2961	-0.69147
-0.84002	8.0113
3.0825	-9.9547
5.6387	6.8906
-0.90484	7.8918
8.2147	4.1283
-0.45586	-4.4735
1.4165	8.2872
9.2544	-3.7682
7.3244	5.213
-4.4472	-3.0305
-5.9532	-0.048087
2.7553	-10.374
8.832	-4.7413
8.7525	-5.0195
7.1434	5.3938
9.7223	-0.95035
1.3352	8.2227
9.7633	-1.6351
9.6641	0.1794
1.6166	-3.9702
8.235	-5.7721
-4.8266	5.0876
-2.4739	-4.0661
5.5561	-8.8811
8.0976	4.0312
9.1304	2.4622
-3.1666	-4.2428
-6.0147	2.2624
0.71966	-10.946
6.5719	-8.1163
4.3699	-9.6916
9.5299	0.28223
8.5837	-5.4298
4.4501	-9.7324
-6.1759	-0.17932
9.6387	-2.0998
-6.331	1.0034
9.5048	-1.9884
9.4764	-2.8748
2.5532	8.2535
6.2902	-8.487
8.872	-4.8812
-6.0075	-0.3369
1.5582	8.3084
-0.1738	-4.7561
-5.486	-1.4741
8.5578	3.9823
-3.2711	6.5546
7.5082	-7.1529
9.5093	-3.4244
3.2325	0.14037
8.9191	-4.8453
-5.1761	-1.94
8.5703	4.2394
0.87157	-10.861
3.2673	-0.44605
1.6994	8.1585
2.9661	7.9165
0.33975	-4.494
4.9126	7.1441
-1.1024	-4.3191
9.6427	-2.6996
-3.2946	6.9819
3.2405	8.0052
4.0595	7.7855
4.3098	7.4533
-0.8356	8.0121
0.32053	-10.863
9.6474	1.2087
1.2409	-4.271
-5.7085	-1.2254
-0.80221	7.7576
5.6557	6.7556
5.0689	-9.2245
-4.7676	4.8235
8.4007	4.1905
0.53697	-10.89
